Timestamp,Interface Name,Point ID,Flow (MWH),Positive Limit (MWH),Negative Limit (MWH)
07/12/2024 00:00,CENTRAL EAST - VC,23330,1879.35,2860,-9999
07/12/2024 00:00,DYSINGER EAST,23326,652.65,3200,-9999
07/12/2024 00:00,MOSES SOUTH,23319,877.61,3000,-1600
07/12/2024 00:00,SCH - HQ - NY,23324,526,950,-750
07/12/2024 00:00,SCH - HQ_CEDARS,325274,190,190,0
07/12/2024 00:00,SCH - HQ_IMPORT_EXPORT,325376,526,1310,-9999
07/12/2024 00:00,SCH - NE - NY,23318,-359.92,1400,-1600
07/12/2024 00:00,SCH - NPX_1385,325277,-25,200,-200
07/12/2024 00:00,SCH - NPX_CSC,325154,330,330,-330
07/12/2024 00:00,SCH - OH - NY,23317,950.21,2000,-1600
07/12/2024 00:00,SCH - PJ - NY,23316,1145.74,2000,-1000
07/12/2024 00:00,SCH - PJM_HTP,325905,513,660,-660
07/12/2024 00:00,SCH - PJM_NEPTUNE,325305,660,660,-660
07/12/2024 00:00,SCH - PJM_VFT,325658,315,315,-315
07/12/2024 00:00,SPR/DUN-SOUTH,23320,2513.23,4350,-9999
07/12/2024 00:00,TOTAL EAST,23314,3581.39,7550,-9999
07/12/2024 00:00,UPNY CONED,23315,3830.82,6005,-9999
07/12/2024 00:00,WEST CENTRAL,23312,82.73,9999,-9999
07/12/2024 00:05,CENTRAL EAST - VC,23330,1957.25,2860,-9999
07/12/2024 00:05,DYSINGER EAST,23326,662.86,3200,-9999
07/12/2024 00:05,MOSES SOUTH,23319,924.65,3000,-1600
07/12/2024 00:05,SCH - HQ - NY,23324,561,950,-750
07/12/2024 00:05,SCH - HQ_CEDARS,325274,190,190,0
07/12/2024 00:05,SCH - HQ_IMPORT_EXPORT,325376,561,1310,-9999
07/12/2024 00:05,SCH - NE - NY,23318,-398.12,1400,-1600
07/12/2024 00:05,SCH - NPX_1385,325277,66,200,-200
07/12/2024 00:05,SCH - NPX_CSC,325154,330,330,-330
07/12/2024 00:05,SCH - OH - NY,23317,939.36,2000,-1600
07/12/2024 00:05,SCH - PJ - NY,23316,1398.37,2000,-1000
07/12/2024 00:05,SCH - PJM_HTP,325905,527,660,-660
07/12/2024 00:05,SCH - PJM_NEPTUNE,325305,660,660,-660
07/12/2024 00:05,SCH - PJM_VFT,325658,315,315,-315
07/12/2024 00:05,SPR/DUN-SOUTH,23320,2712.1,4350,-9999
07/12/2024 00:05,TOTAL EAST,23314,3859.14,7550,-9999
07/12/2024 00:05,UPNY CONED,23315,3987.13,6005,-9999
07/12/2024 00:05,WEST CENTRAL,23312,98.93,9999,-9999
07/12/2024 00:10,CENTRAL EAST - VC,23330,2027.49,2860,-9999
07/12/2024 00:10,DYSINGER EAST,23326,678.85,3200,-9999
07/12/2024 00:10,MOSES SOUTH,23319,972.45,3000,-1600
07/12/2024 00:10,SCH - HQ - NY,23324,561,950,-750
07/12/2024 00:10,SCH - HQ_CEDARS,325274,190,190,0
07/12/2024 00:10,SCH - HQ_IMPORT_EXPORT,325376,561,1310,-9999
07/12/2024 00:10,SCH - NE - NY,23318,-398.98,1400,-1600
07/12/2024 00:10,SCH - NPX_1385,325277,66,200,-200
07/12/2024 00:10,SCH - NPX_CSC,325154,330,330,-330
07/12/2024 00:10,SCH - OH - NY,23317,940.43,2000,-1600
07/12/2024 00:10,SCH - PJ - NY,23316,1398.1,2000,-1000
07/12/2024 00:10,SCH - PJM_HTP,325905,527,660,-660
07/12/2024 00:10,SCH - PJM_NEPTUNE,325305,660,660,-660
07/12/2024 00:10,SCH - PJM_VFT,325658,315,315,-315
07/12/2024 00:10,SPR/DUN-SOUTH,23320,2782.7,4350,-9999
07/12/2024 00:10,TOTAL EAST,23314,3933.56,7550,-9999
07/12/2024 00:10,UPNY CONED,23315,4089.64,6300,-9999
07/12/2024 00:10,WEST CENTRAL,23312,123.06,9999,-9999
07/12/2024 00:15,CENTRAL EAST - VC,23330,2088.76,2860,-9999
07/12/2024 00:15,DYSINGER EAST,23326,718.97,3200,-9999
07/12/2024 00:15,MOSES SOUTH,23319,913,3000,-1600
07/12/2024 00:15,SCH - HQ - NY,23324,561,950,-750
07/12/2024 00:15,SCH - HQ_CEDARS,325274,190,190,0
07/12/2024 00:15,SCH - HQ_IMPORT_EXPORT,325376,561,1310,-9999
07/12/2024 00:15,SCH - NE - NY,23318,-398.92,1400,-1600
07/12/2024 00:15,SCH - NPX_1385,325277,66,200,-200
07/12/2024 00:15,SCH - NPX_CSC,325154,330,330,-330
07/12/2024 00:15,SCH - OH - NY,23317,939.14,2000,-1600
07/12/2024 00:15,SCH - PJ - NY,23316,1503.89,2000,-1000
07/12/2024 00:15,SCH - PJM_HTP,325905,527,660,-660
07/12/2024 00:15,SCH - PJM_NEPTUNE,325305,660,660,-660
07/12/2024 00:15,SCH - PJM_VFT,325658,315,315,-315
07/12/2024 00:15,SPR/DUN-SOUTH,23320,2809.44,4350,-9999
07/12/2024 00:15,TOTAL EAST,23314,4026.98,7550,-9999
07/12/2024 00:15,UPNY CONED,23315,4148.41,6300,-9999
07/12/2024 00:15,WEST CENTRAL,23312,169.81,9999,-9999
07/12/2024 00:20,CENTRAL EAST - VC,23330,1945.58,2860,-9999
07/12/2024 00:20,DYSINGER EAST,23326,614.73,3200,-9999
07/12/2024 00:20,MOSES SOUTH,23319,923,3000,-1600
07/12/2024 00:20,SCH - HQ - NY,23324,561,950,-750
07/12/2024 00:20,SCH - HQ_CEDARS,325274,190,190,0
07/12/2024 00:20,SCH - HQ_IMPORT_EXPORT,325376,561,1310,-9999
07/12/2024 00:20,SCH - NE - NY,23318,-399.06,1400,-1600
07/12/2024 00:20,SCH - NPX_1385,325277,66,200,-200
07/12/2024 00:20,SCH - NPX_CSC,325154,330,330,-330
07/12/2024 00:20,SCH - OH - NY,23317,939.88,2000,-1600
07/12/2024 00:20,SCH - PJ - NY,23316,1604.6,2000,-1000
07/12/2024 00:20,SCH - PJM_HTP,325905,527,660,-660
07/12/2024 00:20,SCH - PJM_NEPTUNE,325305,660,660,-660
07/12/2024 00:20,SCH - PJM_VFT,325658,315,315,-315
07/12/2024 00:20,SPR/DUN-SOUTH,23320,2743.34,4350,-9999
07/12/2024 00:20,TOTAL EAST,23314,4035.97,7550,-9999
07/12/2024 00:20,UPNY CONED,23315,4113.84,6300,-9999
07/12/2024 00:20,WEST CENTRAL,23312,70.96,9999,-9999
07/12/2024 00:25,CENTRAL EAST - VC,23330,2026.79,2860,-9999
07/12/2024 00:25,DYSINGER EAST,23326,620.63,3200,-9999
07/12/2024 00:25,MOSES SOUTH,23319,955.54,3000,-1600
07/12/2024 00:25,SCH - HQ - NY,23324,561,950,-750
07/12/2024 00:25,SCH - HQ_CEDARS,325274,190,190,0
07/12/2024 00:25,SCH - HQ_IMPORT_EXPORT,325376,561,1310,-9999
07/12/2024 00:25,SCH - NE - NY,23318,-398.91,1400,-1600
07/12/2024 00:25,SCH - NPX_1385,325277,66,200,-200
07/12/2024 00:25,SCH - NPX_CSC,325154,330,330,-330
07/12/2024 00:25,SCH - OH - NY,23317,939.88,2000,-1600
07/12/2024 00:25,SCH - PJ - NY,23316,1606.37,2000,-1000
07/12/2024 00:25,SCH - PJM_HTP,325905,527,660,-660
07/12/2024 00:25,SCH - PJM_NEPTUNE,325305,660,660,-660
07/12/2024 00:25,SCH - PJM_VFT,325658,315,315,-315
07/12/2024 00:25,SPR/DUN-SOUTH,23320,2777.06,4350,-9999
07/12/2024 00:25,TOTAL EAST,23314,4042.84,7550,-9999
07/12/2024 00:25,UPNY CONED,23315,4158.04,6300,-9999
07/12/2024 00:25,WEST CENTRAL,23312,83.7,9999,-9999
07/12/2024 00:30,CENTRAL EAST - VC,23330,1998.35,2860,-9999
07/12/2024 00:30,DYSINGER EAST,23326,683.56,3200,-9999
07/12/2024 00:30,MOSES SOUTH,23319,955.83,3000,-1600
07/12/2024 00:30,SCH - HQ - NY,23324,561,950,-750
07/12/2024 00:30,SCH - HQ_CEDARS,325274,190,190,0
07/12/2024 00:30,SCH - HQ_IMPORT_EXPORT,325376,561,1310,-9999
07/12/2024 00:30,SCH - NE - NY,23318,-399.08,1400,-1600
07/12/2024 00:30,SCH - NPX_1385,325277,66,200,-200
07/12/2024 00:30,SCH - NPX_CSC,325154,330,330,-330
07/12/2024 00:30,SCH - OH - NY,23317,938.41,2000,-1600
07/12/2024 00:30,SCH - PJ - NY,23316,1611.51,2000,-1000
07/12/2024 00:30,SCH - PJM_HTP,325905,527,660,-660
07/12/2024 00:30,SCH - PJM_NEPTUNE,325305,660,660,-660
07/12/2024 00:30,SCH - PJM_VFT,325658,315,315,-315
07/12/2024 00:30,SPR/DUN-SOUTH,23320,2747.8,4350,-9999
07/12/2024 00:30,TOTAL EAST,23314,4030.43,7550,-9999
07/12/2024 00:30,UPNY CONED,23315,4114.75,6300,-9999
07/12/2024 00:30,WEST CENTRAL,23312,149.04,9999,-9999
07/12/2024 00:35,CENTRAL EAST - VC,23330,2003.98,2860,-9999
07/12/2024 00:35,DYSINGER EAST,23326,661.52,3200,-9999
07/12/2024 00:35,MOSES SOUTH,23319,958.24,3000,-1600
07/12/2024 00:35,SCH - HQ - NY,23324,561,950,-750
07/12/2024 00:35,SCH - HQ_CEDARS,325274,190,190,0
07/12/2024 00:35,SCH - HQ_IMPORT_EXPORT,325376,561,1310,-9999
07/12/2024 00:35,SCH - NE - NY,23318,-399.05,1400,-1600
07/12/2024 00:35,SCH - NPX_1385,325277,66,200,-200
07/12/2024 00:35,SCH - NPX_CSC,325154,330,330,-330
07/12/2024 00:35,SCH - OH - NY,23317,939.02,2000,-1600
07/12/2024 00:35,SCH - PJ - NY,23316,1617.77,2000,-1000
07/12/2024 00:35,SCH - PJM_HTP,325905,527,660,-660
07/12/2024 00:35,SCH - PJM_NEPTUNE,325305,660,660,-660
07/12/2024 00:35,SCH - PJM_VFT,325658,315,315,-315
07/12/2024 00:35,SPR/DUN-SOUTH,23320,2751.23,4350,-9999
07/12/2024 00:35,TOTAL EAST,23314,4050.61,7550,-9999
07/12/2024 00:35,UPNY CONED,23315,4100.69,6300,-9999
07/12/2024 00:35,WEST CENTRAL,23312,131.22,9999,-9999
07/12/2024 00:40,CENTRAL EAST - VC,23330,2010.24,2860,-9999
07/12/2024 00:40,DYSINGER EAST,23326,706.38,3200,-9999
07/12/2024 00:40,MOSES SOUTH,23319,957.65,3000,-1600
07/12/2024 00:40,SCH - HQ - NY,23324,561,950,-750
07/12/2024 00:40,SCH - HQ_CEDARS,325274,190,190,0
07/12/2024 00:40,SCH - HQ_IMPORT_EXPORT,325376,561,1310,-9999
07/12/2024 00:40,SCH - NE - NY,23318,-398.96,1400,-1600
07/12/2024 00:40,SCH - NPX_1385,325277,66,200,-200
07/12/2024 00:40,SCH - NPX_CSC,325154,330,330,-330
07/12/2024 00:40,SCH - OH - NY,23317,938.13,2000,-1600
07/12/2024 00:40,SCH - PJ - NY,23316,1618.87,2000,-1000
07/12/2024 00:40,SCH - PJM_HTP,325905,527,660,-660
07/12/2024 00:40,SCH - PJM_NEPTUNE,325305,660,660,-660
07/12/2024 00:40,SCH - PJM_VFT,325658,315,315,-315
07/12/2024 00:40,SPR/DUN-SOUTH,23320,2746.45,4350,-9999
07/12/2024 00:40,TOTAL EAST,23314,4047.19,7550,-9999
07/12/2024 00:40,UPNY CONED,23315,4075.43,6300,-9999
07/12/2024 00:40,WEST CENTRAL,23312,178.77,9999,-9999
07/12/2024 00:45,CENTRAL EAST - VC,23330,1908.8,2860,-9999
07/12/2024 00:45,DYSINGER EAST,23326,677.68,3200,-9999
07/12/2024 00:45,MOSES SOUTH,23319,897.36,3000,-1600
07/12/2024 00:45,SCH - HQ - NY,23324,561,950,-750
07/12/2024 00:45,SCH - HQ_CEDARS,325274,190,190,0
07/12/2024 00:45,SCH - HQ_IMPORT_EXPORT,325376,561,1310,-9999
07/12/2024 00:45,SCH - NE - NY,23318,-399.09,1400,-1600
07/12/2024 00:45,SCH - NPX_1385,325277,66,200,-200
07/12/2024 00:45,SCH - NPX_CSC,325154,330,330,-330
07/12/2024 00:45,SCH - OH - NY,23317,940.53,2000,-1600
07/12/2024 00:45,SCH - PJ - NY,23316,1594.29,2000,-1000
07/12/2024 00:45,SCH - PJM_HTP,325905,527,660,-660
07/12/2024 00:45,SCH - PJM_NEPTUNE,325305,660,660,-660
07/12/2024 00:45,SCH - PJM_VFT,325658,315,315,-315
07/12/2024 00:45,SPR/DUN-SOUTH,23320,2690.72,4350,-9999
07/12/2024 00:45,TOTAL EAST,23314,4017.51,7550,-9999
07/12/2024 00:45,UPNY CONED,23315,3994.15,6300,-9999
07/12/2024 00:45,WEST CENTRAL,23312,153.24,9999,-9999
07/12/2024 00:50,CENTRAL EAST - VC,23330,1866.51,2860,-9999
07/12/2024 00:50,DYSINGER EAST,23326,547.85,3200,-9999
07/12/2024 00:50,MOSES SOUTH,23319,877.25,3000,-1600
07/12/2024 00:50,SCH - HQ - NY,23324,561,950,-750
07/12/2024 00:50,SCH - HQ_CEDARS,325274,190,190,0
07/12/2024 00:50,SCH - HQ_IMPORT_EXPORT,325376,561,1310,-9999
07/12/2024 00:50,SCH - NE - NY,23318,-399.2,1400,-1600
07/12/2024 00:50,SCH - NPX_1385,325277,66,200,-200
07/12/2024 00:50,SCH - NPX_CSC,325154,330,330,-330
07/12/2024 00:50,SCH - OH - NY,23317,936.9,2000,-1600
07/12/2024 00:50,SCH - PJ - NY,23316,1574.35,2000,-1000
07/12/2024 00:50,SCH - PJM_HTP,325905,527,660,-660
07/12/2024 00:50,SCH - PJM_NEPTUNE,325305,660,660,-660
07/12/2024 00:50,SCH - PJM_VFT,325658,315,315,-315
07/12/2024 00:50,SPR/DUN-SOUTH,23320,2647.23,4350,-9999
07/12/2024 00:50,TOTAL EAST,23314,4023.39,7550,-9999
07/12/2024 00:50,UPNY CONED,23315,3945.53,6300,-9999
07/12/2024 00:50,WEST CENTRAL,23312,24.97,9999,-9999
07/12/2024 00:55,CENTRAL EAST - VC,23330,1901.88,2860,-9999
07/12/2024 00:55,DYSINGER EAST,23326,581.12,3200,-9999
07/12/2024 00:55,MOSES SOUTH,23319,888.9,3000,-1600
07/12/2024 00:55,SCH - HQ - NY,23324,561,950,-750
07/12/2024 00:55,SCH - HQ_CEDARS,325274,190,190,0
07/12/2024 00:55,SCH - HQ_IMPORT_EXPORT,325376,561,1310,-9999
07/12/2024 00:55,SCH - NE - NY,23318,-399.05,1400,-1600
07/12/2024 00:55,SCH - NPX_1385,325277,66,200,-200
07/12/2024 00:55,SCH - NPX_CSC,325154,330,330,-330
07/12/2024 00:55,SCH - OH - NY,23317,936.92,2000,-1600
07/12/2024 00:55,SCH - PJ - NY,23316,1574.16,2000,-1000
07/12/2024 00:55,SCH - PJM_HTP,325905,527,660,-660
07/12/2024 00:55,SCH - PJM_NEPTUNE,325305,660,660,-660
07/12/2024 00:55,SCH - PJM_VFT,325658,315,315,-315
07/12/2024 00:55,SPR/DUN-SOUTH,23320,2639.52,4350,-9999
07/12/2024 00:55,TOTAL EAST,23314,4042.37,7550,-9999
07/12/2024 00:55,UPNY CONED,23315,3984.39,6300,-9999
07/12/2024 00:55,WEST CENTRAL,23312,61.3,9999,-9999
07/12/2024 01:00,CENTRAL EAST - VC,23330,1990.77,2860,-9999
07/12/2024 01:00,DYSINGER EAST,23326,737,3200,-9999
07/12/2024 01:00,MOSES SOUTH,23319,777.33,3000,-1600
07/12/2024 01:00,SCH - HQ - NY,23324,437,950,-750
07/12/2024 01:00,SCH - HQ_CEDARS,325274,189,190,0
07/12/2024 01:00,SCH - HQ_IMPORT_EXPORT,325376,437,1310,-9999
07/12/2024 01:00,SCH - NE - NY,23318,-540.18,1400,-1600
07/12/2024 01:00,SCH - NPX_1385,325277,43,200,-200
07/12/2024 01:00,SCH - NPX_CSC,325154,330,330,-330
07/12/2024 01:00,SCH - OH - NY,23317,1015.93,2000,-1600
07/12/2024 01:00,SCH - PJ - NY,23316,1637.47,2000,-1000
07/12/2024 01:00,SCH - PJM_HTP,325905,593,660,-660
07/12/2024 01:00,SCH - PJM_NEPTUNE,325305,660,660,-660
07/12/2024 01:00,SCH - PJM_VFT,325658,315,315,-315
07/12/2024 01:00,SPR/DUN-SOUTH,23320,2407.5,4350,-9999
07/12/2024 01:00,TOTAL EAST,23314,4214.62,7550,-9999
07/12/2024 01:00,UPNY CONED,23315,3808.01,6300,-9999
07/12/2024 01:00,WEST CENTRAL,23312,222.39,9999,-9999
07/12/2024 01:05,CENTRAL EAST - VC,23330,1993.34,2860,-9999
07/12/2024 01:05,DYSINGER EAST,23326,797,3200,-9999
07/12/2024 01:05,MOSES SOUTH,23319,652.43,3000,-1600
07/12/2024 01:05,SCH - HQ - NY,23324,313,950,-750
07/12/2024 01:05,SCH - HQ_CEDARS,325274,189,190,0
07/12/2024 01:05,SCH - HQ_IMPORT_EXPORT,325376,313,1310,-9999
07/12/2024 01:05,SCH - NE - NY,23318,-682.13,1400,-1600
07/12/2024 01:05,SCH - NPX_1385,325277,21,200,-200
07/12/2024 01:05,SCH - NPX_CSC,325154,330,330,-330
07/12/2024 01:05,SCH - OH - NY,23317,1095.93,2000,-1600
07/12/2024 01:05,SCH - PJ - NY,23316,1701.46,2000,-1000
07/12/2024 01:05,SCH - PJM_HTP,325905,660,660,-660
07/12/2024 01:05,SCH - PJM_NEPTUNE,325305,660,660,-660
07/12/2024 01:05,SCH - PJM_VFT,325658,315,315,-315
07/12/2024 01:05,SPR/DUN-SOUTH,23320,2287.39,4350,-9999
07/12/2024 01:05,TOTAL EAST,23314,4215.22,7550,-9999
07/12/2024 01:05,UPNY CONED,23315,3681.94,6300,-9999
07/12/2024 01:05,WEST CENTRAL,23312,286.83,9999,-9999
07/12/2024 01:10,CENTRAL EAST - VC,23330,1965.82,2860,-9999
07/12/2024 01:10,DYSINGER EAST,23326,654.35,3200,-9999
07/12/2024 01:10,MOSES SOUTH,23319,658.69,3000,-1600
07/12/2024 01:10,SCH - HQ - NY,23324,313,950,-750
07/12/2024 01:10,SCH - HQ_CEDARS,325274,189,190,0
07/12/2024 01:10,SCH - HQ_IMPORT_EXPORT,325376,313,1310,-9999
07/12/2024 01:10,SCH - NE - NY,23318,-683.06,1400,-1600
07/12/2024 01:10,SCH - NPX_1385,325277,21,200,-200
07/12/2024 01:10,SCH - NPX_CSC,325154,330,330,-330
07/12/2024 01:10,SCH - OH - NY,23317,1095.96,2000,-1600
07/12/2024 01:10,SCH - PJ - NY,23316,1702.7,2000,-1000
07/12/2024 01:10,SCH - PJM_HTP,325905,660,660,-660
07/12/2024 01:10,SCH - PJM_NEPTUNE,325305,660,660,-660
07/12/2024 01:10,SCH - PJM_VFT,325658,315,315,-315
07/12/2024 01:10,SPR/DUN-SOUTH,23320,2299.93,4350,-9999
07/12/2024 01:10,TOTAL EAST,23314,4183.41,7550,-9999
07/12/2024 01:10,UPNY CONED,23315,3664.02,6300,-9999
07/12/2024 01:10,WEST CENTRAL,23312,152.81,9999,-9999
07/12/2024 01:15,CENTRAL EAST - VC,23330,1932.87,2860,-9999
07/12/2024 01:15,DYSINGER EAST,23326,540.93,3200,-9999
07/12/2024 01:15,MOSES SOUTH,23319,717.44,3000,-1600
07/12/2024 01:15,SCH - HQ - NY,23324,313,950,-750
07/12/2024 01:15,SCH - HQ_CEDARS,325274,189,190,0
07/12/2024 01:15,SCH - HQ_IMPORT_EXPORT,325376,313,1310,-9999
07/12/2024 01:15,SCH - NE - NY,23318,-690.41,1400,-1600
07/12/2024 01:15,SCH - NPX_1385,325277,21,200,-200
07/12/2024 01:15,SCH - NPX_CSC,325154,330,330,-330
07/12/2024 01:15,SCH - OH - NY,23317,1095.94,2000,-1600
07/12/2024 01:15,SCH - PJ - NY,23316,1679.13,2000,-1000
07/12/2024 01:15,SCH - PJM_HTP,325905,660,660,-660
07/12/2024 01:15,SCH - PJM_NEPTUNE,325305,660,660,-660
07/12/2024 01:15,SCH - PJM_VFT,325658,315,315,-315
07/12/2024 01:15,SPR/DUN-SOUTH,23320,2311.11,4350,-9999
07/12/2024 01:15,TOTAL EAST,23314,4180.75,7550,-9999
07/12/2024 01:15,UPNY CONED,23315,3665.9,6300,-9999
07/12/2024 01:15,WEST CENTRAL,23312,43.9,9999,-9999
07/12/2024 01:20,CENTRAL EAST - VC,23330,1907.88,2860,-9999
07/12/2024 01:20,DYSINGER EAST,23326,564.38,3200,-9999
07/12/2024 01:20,MOSES SOUTH,23319,700.95,3000,-1600
07/12/2024 01:20,SCH - HQ - NY,23324,313,950,-750
07/12/2024 01:20,SCH - HQ_CEDARS,325274,189,190,0
07/12/2024 01:20,SCH - HQ_IMPORT_EXPORT,325376,313,1310,-9999
07/12/2024 01:20,SCH - NE - NY,23318,-698.53,1400,-1600
07/12/2024 01:20,SCH - NPX_1385,325277,21,200,-200
07/12/2024 01:20,SCH - NPX_CSC,325154,330,330,-330
07/12/2024 01:20,SCH - OH - NY,23317,1095.95,2000,-1600
07/12/2024 01:20,SCH - PJ - NY,23316,1647.11,2000,-1000
07/12/2024 01:20,SCH - PJM_HTP,325905,660,660,-660
07/12/2024 01:20,SCH - PJM_NEPTUNE,325305,660,660,-660
07/12/2024 01:20,SCH - PJM_VFT,325658,315,315,-315
07/12/2024 01:20,SPR/DUN-SOUTH,23320,2300.47,4350,-9999
07/12/2024 01:20,TOTAL EAST,23314,4151.23,7550,-9999
07/12/2024 01:20,UPNY CONED,23315,3632.61,6300,-9999
07/12/2024 01:20,WEST CENTRAL,23312,73.28,9999,-9999
07/12/2024 01:25,CENTRAL EAST - VC,23330,1937.57,2860,-9999
07/12/2024 01:25,DYSINGER EAST,23326,605.61,3200,-9999
07/12/2024 01:25,MOSES SOUTH,23319,700.97,3000,-1600
07/12/2024 01:25,SCH - HQ - NY,23324,313,950,-750
07/12/2024 01:25,SCH - HQ_CEDARS,325274,189,190,0
07/12/2024 01:25,SCH - HQ_IMPORT_EXPORT,325376,313,1310,-9999
07/12/2024 01:25,SCH - NE - NY,23318,-698.22,1400,-1600
07/12/2024 01:25,SCH - NPX_1385,325277,21,200,-200
07/12/2024 01:25,SCH - NPX_CSC,325154,330,330,-330
07/12/2024 01:25,SCH - OH - NY,23317,1095.96,2000,-1600
07/12/2024 01:25,SCH - PJ - NY,23316,1636.43,2000,-1000
07/12/2024 01:25,SCH - PJM_HTP,325905,660,660,-660
07/12/2024 01:25,SCH - PJM_NEPTUNE,325305,660,660,-660
07/12/2024 01:25,SCH - PJM_VFT,325658,315,315,-315
07/12/2024 01:25,SPR/DUN-SOUTH,23320,2354.81,4350,-9999
07/12/2024 01:25,TOTAL EAST,23314,4166.55,7550,-9999
07/12/2024 01:25,UPNY CONED,23315,3671.11,6300,-9999
07/12/2024 01:25,WEST CENTRAL,23312,114.38,9999,-9999
07/12/2024 01:30,CENTRAL EAST - VC,23330,1981.49,2860,-9999
07/12/2024 01:30,DYSINGER EAST,23326,631.94,3200,-9999
07/12/2024 01:30,MOSES SOUTH,23319,730.35,3000,-1600
07/12/2024 01:30,SCH - HQ - NY,23324,313,950,-750
07/12/2024 01:30,SCH - HQ_CEDARS,325274,189,190,0
07/12/2024 01:30,SCH - HQ_IMPORT_EXPORT,325376,313,1310,-9999
07/12/2024 01:30,SCH - NE - NY,23318,-697.8,1400,-1600
07/12/2024 01:30,SCH - NPX_1385,325277,21,200,-200
07/12/2024 01:30,SCH - NPX_CSC,325154,330,330,-330
07/12/2024 01:30,SCH - OH - NY,23317,1095.97,2000,-1600
07/12/2024 01:30,SCH - PJ - NY,23316,1636.45,2000,-1000
07/12/2024 01:30,SCH - PJM_HTP,325905,660,660,-660
07/12/2024 01:30,SCH - PJM_NEPTUNE,325305,660,660,-660
07/12/2024 01:30,SCH - PJM_VFT,325658,315,315,-315
07/12/2024 01:30,SPR/DUN-SOUTH,23320,2391.89,4350,-9999
07/12/2024 01:30,TOTAL EAST,23314,4148.91,7550,-9999
07/12/2024 01:30,UPNY CONED,23315,3696.33,6300,-9999
07/12/2024 01:30,WEST CENTRAL,23312,144.71,9999,-9999
07/12/2024 01:35,CENTRAL EAST - VC,23330,1916.07,2860,-9999
07/12/2024 01:35,DYSINGER EAST,23326,550.12,3200,-9999
07/12/2024 01:35,MOSES SOUTH,23319,718.26,3000,-1600
07/12/2024 01:35,SCH - HQ - NY,23324,313,950,-750
07/12/2024 01:35,SCH - HQ_CEDARS,325274,189,190,0
07/12/2024 01:35,SCH - HQ_IMPORT_EXPORT,325376,313,1310,-9999
07/12/2024 01:35,SCH - NE - NY,23318,-697.83,1400,-1600
07/12/2024 01:35,SCH - NPX_1385,325277,21,200,-200
07/12/2024 01:35,SCH - NPX_CSC,325154,330,330,-330
07/12/2024 01:35,SCH - OH - NY,23317,1095.93,2000,-1600
07/12/2024 01:35,SCH - PJ - NY,23316,1639.53,2000,-1000
07/12/2024 01:35,SCH - PJM_HTP,325905,660,660,-660
07/12/2024 01:35,SCH - PJM_NEPTUNE,325305,660,660,-660
07/12/2024 01:35,SCH - PJM_VFT,325658,315,315,-315
07/12/2024 01:35,SPR/DUN-SOUTH,23320,2341.35,4350,-9999
07/12/2024 01:35,TOTAL EAST,23314,4126.97,7550,-9999
07/12/2024 01:35,UPNY CONED,23315,3627.66,6300,-9999
07/12/2024 01:35,WEST CENTRAL,23312,67.31,9999,-9999
07/12/2024 01:40,CENTRAL EAST - VC,23330,1929.75,2860,-9999
07/12/2024 01:40,DYSINGER EAST,23326,594.34,3200,-9999
07/12/2024 01:40,MOSES SOUTH,23319,725.82,3000,-1600
07/12/2024 01:40,SCH - HQ - NY,23324,313,950,-750
07/12/2024 01:40,SCH - HQ_CEDARS,325274,189,190,0
07/12/2024 01:40,SCH - HQ_IMPORT_EXPORT,325376,313,1310,-9999
07/12/2024 01:40,SCH - NE - NY,23318,-697.91,1400,-1600
07/12/2024 01:40,SCH - NPX_1385,325277,21,200,-200
07/12/2024 01:40,SCH - NPX_CSC,325154,330,330,-330
07/12/2024 01:40,SCH - OH - NY,23317,1095.96,2000,-1600
07/12/2024 01:40,SCH - PJ - NY,23316,1639.54,2000,-1000
07/12/2024 01:40,SCH - PJM_HTP,325905,660,660,-660
07/12/2024 01:40,SCH - PJM_NEPTUNE,325305,660,660,-660
07/12/2024 01:40,SCH - PJM_VFT,325658,315,315,-315
07/12/2024 01:40,SPR/DUN-SOUTH,23320,2310.07,4350,-9999
07/12/2024 01:40,TOTAL EAST,23314,4137.84,7550,-9999
07/12/2024 01:40,UPNY CONED,23315,3615.72,6300,-9999
07/12/2024 01:40,WEST CENTRAL,23312,114.33,9999,-9999
07/12/2024 01:45,CENTRAL EAST - VC,23330,1888.79,2860,-9999
07/12/2024 01:45,DYSINGER EAST,23326,555.6,3200,-9999
07/12/2024 01:45,MOSES SOUTH,23319,710.34,3000,-1600
07/12/2024 01:45,SCH - HQ - NY,23324,313,950,-750
07/12/2024 01:45,SCH - HQ_CEDARS,325274,189,190,0
07/12/2024 01:45,SCH - HQ_IMPORT_EXPORT,325376,313,1310,-9999
07/12/2024 01:45,SCH - NE - NY,23318,-698.05,1400,-1600
07/12/2024 01:45,SCH - NPX_1385,325277,21,200,-200
07/12/2024 01:45,SCH - NPX_CSC,325154,330,330,-330
07/12/2024 01:45,SCH - OH - NY,23317,1095.93,2000,-1600
07/12/2024 01:45,SCH - PJ - NY,23316,1641.66,2000,-1000
07/12/2024 01:45,SCH - PJM_HTP,325905,660,660,-660
07/12/2024 01:45,SCH - PJM_NEPTUNE,325305,660,660,-660
07/12/2024 01:45,SCH - PJM_VFT,325658,315,315,-315
07/12/2024 01:45,SPR/DUN-SOUTH,23320,2262.65,4350,-9999
